transaction_id,student_number,student_name,department_code,department_name,loan_date,book_isbn,book_title,book_author,book_category
TX000216,ST00294,Mahasiswa_294,MI,Manajemen Informatika,2025-04-26,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000216,ST00294,Mahasiswa_294,MI,Manajemen Informatika,2025-04-26,978-1001,AI Dasar,A. Wijaya,AI
TX000216,ST00294,Mahasiswa_294,MI,Manajemen Informatika,2025-04-26,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000217,ST00015,Mahasiswa_015,MI,Manajemen Informatika,2025-04-03,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000217,ST00015,Mahasiswa_015,MI,Manajemen Informatika,2025-04-03,978-1006,Statistika Terapan,F. Lestari,Math
TX000217,ST00015,Mahasiswa_015,MI,Manajemen Informatika,2025-04-03,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000218,ST00093,Mahasiswa_093,TI,Teknik Informatika,2026-03-22,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000218,ST00093,Mahasiswa_093,TI,Teknik Informatika,2026-03-22,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000219,ST00073,Mahasiswa_073,TI,Teknik Informatika,2026-01-15,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000220,ST00193,Mahasiswa_193,SI,Sistem Informasi,2025-08-03,978-1006,Statistika Terapan,F. Lestari,Math
TX000220,ST00193,Mahasiswa_193,SI,Sistem Informasi,2025-08-03,978-1003,Python untuk Data,C. Putra,Programming
TX000220,ST00193,Mahasiswa_193,SI,Sistem Informasi,2025-08-03,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000220,ST00193,Mahasiswa_193,SI,Sistem Informasi,2025-08-03,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000221,ST00398,Mahasiswa_398,MI,Manajemen Informatika,2025-10-18,978-1001,AI Dasar,A. Wijaya,AI
TX000222,ST00081,Mahasiswa_081,SI,Sistem Informasi,2026-01-22,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000223,ST00227,Mahasiswa_227,MI,Manajemen Informatika,2025-12-05,978-1008,Pemrograman Web,H. Pratama,Web
TX000223,ST00227,Mahasiswa_227,MI,Manajemen Informatika,2025-12-05,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000223,ST00227,Mahasiswa_227,MI,Manajemen Informatika,2025-12-05,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000223,ST00227,Mahasiswa_227,MI,Manajemen Informatika,2025-12-05,978-1003,Python untuk Data,C. Putra,Programming
TX000224,ST00387,Mahasiswa_387,SI,Sistem Informasi,2025-09-20,978-1006,Statistika Terapan,F. Lestari,Math
TX000225,ST00057,Mahasiswa_057,TE,Teknik Elektro,2025-05-26,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000225,ST00057,Mahasiswa_057,TE,Teknik Elektro,2025-05-26,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000225,ST00057,Mahasiswa_057,TE,Teknik Elektro,2025-05-26,978-1001,AI Dasar,A. Wijaya,AI
TX000225,ST00057,Mahasiswa_057,TE,Teknik Elektro,2025-05-26,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000226,ST00307,Mahasiswa_307,TE,Teknik Elektro,2025-01-29,978-1004,Basis Data Dasar,D. Sari,Database
TX000227,ST00109,Mahasiswa_109,MI,Manajemen Informatika,2026-01-28,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000227,ST00109,Mahasiswa_109,MI,Manajemen Informatika,2026-01-28,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000228,ST00062,Mahasiswa_062,MI,Manajemen Informatika,2025-01-04,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000228,ST00062,Mahasiswa_062,MI,Manajemen Informatika,2025-01-04,978-1003,Python untuk Data,C. Putra,Programming
TX000228,ST00062,Mahasiswa_062,MI,Manajemen Informatika,2025-01-04,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000228,ST00062,Mahasiswa_062,MI,Manajemen Informatika,2025-01-04,978-1004,Basis Data Dasar,D. Sari,Database
TX000229,ST00257,Mahasiswa_257,SI,Sistem Informasi,2025-10-14,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000229,ST00257,Mahasiswa_257,SI,Sistem Informasi,2025-10-14,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000229,ST00257,Mahasiswa_257,SI,Sistem Informasi,2025-10-14,978-1001,AI Dasar,A. Wijaya,AI
TX000230,ST00010,Mahasiswa_010,TE,Teknik Elektro,2025-08-24,978-1006,Statistika Terapan,F. Lestari,Math
TX000231,ST00294,Mahasiswa_294,TE,Teknik Elektro,2025-07-27,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000231,ST00294,Mahasiswa_294,TE,Teknik Elektro,2025-07-27,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000231,ST00294,Mahasiswa_294,TE,Teknik Elektro,2025-07-27,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000231,ST00294,Mahasiswa_294,TE,Teknik Elektro,2025-07-27,978-1001,AI Dasar,A. Wijaya,AI
TX000232,ST00088,Mahasiswa_088,MI,Manajemen Informatika,2026-02-15,978-1006,Statistika Terapan,F. Lestari,Math
TX000232,ST00088,Mahasiswa_088,MI,Manajemen Informatika,2026-02-15,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000232,ST00088,Mahasiswa_088,MI,Manajemen Informatika,2026-02-15,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000232,ST00088,Mahasiswa_088,MI,Manajemen Informatika,2026-02-15,978-1008,Pemrograman Web,H. Pratama,Web
TX000233,ST00125,Mahasiswa_125,TI,Teknik Informatika,2025-08-12,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000233,ST00125,Mahasiswa_125,TI,Teknik Informatika,2025-08-12,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000233,ST00125,Mahasiswa_125,TI,Teknik Informatika,2025-08-12,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000233,ST00125,Mahasiswa_125,TI,Teknik Informatika,2025-08-12,978-1008,Pemrograman Web,H. Pratama,Web
TX000234,ST00382,Mahasiswa_382,MI,Manajemen Informatika,2025-06-23,978-1006,Statistika Terapan,F. Lestari,Math
TX000234,ST00382,Mahasiswa_382,MI,Manajemen Informatika,2025-06-23,978-1003,Python untuk Data,C. Putra,Programming
TX000235,ST00262,Mahasiswa_262,TI,Teknik Informatika,2025-11-21,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000236,ST00398,Mahasiswa_398,SI,Sistem Informasi,2025-06-28,978-1003,Python untuk Data,C. Putra,Programming
TX000236,ST00398,Mahasiswa_398,SI,Sistem Informasi,2025-06-28,978-1004,Basis Data Dasar,D. Sari,Database
TX000236,ST00398,Mahasiswa_398,SI,Sistem Informasi,2025-06-28,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000237,ST00132,Mahasiswa_132,SI,Sistem Informasi,2025-04-12,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000237,ST00132,Mahasiswa_132,SI,Sistem Informasi,2025-04-12,978-1003,Python untuk Data,C. Putra,Programming
TX000238,ST00091,Mahasiswa_091,TI,Teknik Informatika,2026-01-31,978-1008,Pemrograman Web,H. Pratama,Web
TX000238,ST00091,Mahasiswa_091,TI,Teknik Informatika,2026-01-31,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000238,ST00091,Mahasiswa_091,TI,Teknik Informatika,2026-01-31,978-1006,Statistika Terapan,F. Lestari,Math
TX000238,ST00091,Mahasiswa_091,TI,Teknik Informatika,2026-01-31,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000239,ST00078,Mahasiswa_078,MI,Manajemen Informatika,2025-08-14,978-1008,Pemrograman Web,H. Pratama,Web
TX000240,ST00324,Mahasiswa_324,TE,Teknik Elektro,2025-06-05,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000240,ST00324,Mahasiswa_324,TE,Teknik Elektro,2025-06-05,978-1001,AI Dasar,A. Wijaya,AI
TX000240,ST00324,Mahasiswa_324,TE,Teknik Elektro,2025-06-05,978-1006,Statistika Terapan,F. Lestari,Math
TX000241,ST00159,Mahasiswa_159,TI,Teknik Informatika,2025-08-25,978-1001,AI Dasar,A. Wijaya,AI
TX000241,ST00159,Mahasiswa_159,TI,Teknik Informatika,2025-08-25,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000241,ST00159,Mahasiswa_159,TI,Teknik Informatika,2025-08-25,978-1006,Statistika Terapan,F. Lestari,Math
TX000241,ST00159,Mahasiswa_159,TI,Teknik Informatika,2025-08-25,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000242,ST00040,Mahasiswa_040,MI,Manajemen Informatika,2025-11-27,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000243,ST00237,Mahasiswa_237,TE,Teknik Elektro,2025-10-25,978-1008,Pemrograman Web,H. Pratama,Web
TX000244,ST00165,Mahasiswa_165,SI,Sistem Informasi,2025-11-06,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000244,ST00165,Mahasiswa_165,SI,Sistem Informasi,2025-11-06,978-1003,Python untuk Data,C. Putra,Programming
TX000244,ST00165,Mahasiswa_165,SI,Sistem Informasi,2025-11-06,978-1001,AI Dasar,A. Wijaya,AI
TX000244,ST00165,Mahasiswa_165,SI,Sistem Informasi,2025-11-06,978-1004,Basis Data Dasar,D. Sari,Database
TX000245,ST00416,Mahasiswa_416,TI,Teknik Informatika,2026-03-05,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000245,ST00416,Mahasiswa_416,TI,Teknik Informatika,2026-03-05,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000245,ST00416,Mahasiswa_416,TI,Teknik Informatika,2026-03-05,978-1003,Python untuk Data,C. Putra,Programming
TX000246,ST00127,Mahasiswa_127,TI,Teknik Informatika,2025-12-29,978-1008,Pemrograman Web,H. Pratama,Web
TX000246,ST00127,Mahasiswa_127,TI,Teknik Informatika,2025-12-29,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000246,ST00127,Mahasiswa_127,TI,Teknik Informatika,2025-12-29,978-1003,Python untuk Data,C. Putra,Programming
TX000246,ST00127,Mahasiswa_127,TI,Teknik Informatika,2025-12-29,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000247,ST00145,Mahasiswa_145,MI,Manajemen Informatika,2025-07-18,978-1006,Statistika Terapan,F. Lestari,Math
TX000247,ST00145,Mahasiswa_145,MI,Manajemen Informatika,2025-07-18,978-1001,AI Dasar,A. Wijaya,AI
TX000247,ST00145,Mahasiswa_145,MI,Manajemen Informatika,2025-07-18,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000247,ST00145,Mahasiswa_145,MI,Manajemen Informatika,2025-07-18,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000248,ST00049,Mahasiswa_049,MI,Manajemen Informatika,2025-10-13,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000248,ST00049,Mahasiswa_049,MI,Manajemen Informatika,2025-10-13,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000248,ST00049,Mahasiswa_049,MI,Manajemen Informatika,2025-10-13,978-1003,Python untuk Data,C. Putra,Programming
TX000248,ST00049,Mahasiswa_049,MI,Manajemen Informatika,2025-10-13,978-1008,Pemrograman Web,H. Pratama,Web
TX000249,ST00299,Mahasiswa_299,TI,Teknik Informatika,2025-12-06,978-1006,Statistika Terapan,F. Lestari,Math
TX000249,ST00299,Mahasiswa_299,TI,Teknik Informatika,2025-12-06,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000250,ST00067,Mahasiswa_067,TE,Teknik Elektro,2025-11-01,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000251,ST00330,Mahasiswa_330,TE,Teknik Elektro,2026-02-10,978-1003,Python untuk Data,C. Putra,Programming
TX000251,ST00330,Mahasiswa_330,TE,Teknik Elektro,2026-02-10,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000251,ST00330,Mahasiswa_330,TE,Teknik Elektro,2026-02-10,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000252,ST00261,Mahasiswa_261,TE,Teknik Elektro,2025-07-05,978-1006,Statistika Terapan,F. Lestari,Math
TX000253,ST00093,Mahasiswa_093,MI,Manajemen Informatika,2025-04-20,978-1008,Pemrograman Web,H. Pratama,Web
TX000253,ST00093,Mahasiswa_093,MI,Manajemen Informatika,2025-04-20,978-1004,Basis Data Dasar,D. Sari,Database
TX000253,ST00093,Mahasiswa_093,MI,Manajemen Informatika,2025-04-20,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000254,ST00080,Mahasiswa_080,SI,Sistem Informasi,2025-02-09,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000254,ST00080,Mahasiswa_080,SI,Sistem Informasi,2025-02-09,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000254,ST00080,Mahasiswa_080,SI,Sistem Informasi,2025-02-09,978-1001,AI Dasar,A. Wijaya,AI
TX000255,ST00449,Mahasiswa_449,MI,Manajemen Informatika,2026-01-28,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000255,ST00449,Mahasiswa_449,MI,Manajemen Informatika,2026-01-28,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000256,ST00084,Mahasiswa_084,SI,Sistem Informasi,2025-04-03,978-1008,Pemrograman Web,H. Pratama,Web
TX000256,ST00084,Mahasiswa_084,SI,Sistem Informasi,2025-04-03,978-1001,AI Dasar,A. Wijaya,AI
TX000257,ST00187,Mahasiswa_187,TE,Teknik Elektro,2025-12-13,978-1008,Pemrograman Web,H. Pratama,Web
TX000257,ST00187,Mahasiswa_187,TE,Teknik Elektro,2025-12-13,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000258,ST00120,Mahasiswa_120,TE,Teknik Elektro,2025-10-01,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000258,ST00120,Mahasiswa_120,TE,Teknik Elektro,2025-10-01,978-1008,Pemrograman Web,H. Pratama,Web
TX000259,ST00189,Mahasiswa_189,SI,Sistem Informasi,2025-12-14,978-1008,Pemrograman Web,H. Pratama,Web
TX000259,ST00189,Mahasiswa_189,SI,Sistem Informasi,2025-12-14,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000259,ST00189,Mahasiswa_189,SI,Sistem Informasi,2025-12-14,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000259,ST00189,Mahasiswa_189,SI,Sistem Informasi,2025-12-14,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000260,ST00083,Mahasiswa_083,TE,Teknik Elektro,2026-02-23,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000260,ST00083,Mahasiswa_083,TE,Teknik Elektro,2026-02-23,978-1003,Python untuk Data,C. Putra,Programming
TX000261,ST00027,Mahasiswa_027,MI,Manajemen Informatika,2025-11-25,978-1006,Statistika Terapan,F. Lestari,Math
TX000261,ST00027,Mahasiswa_027,MI,Manajemen Informatika,2025-11-25,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000261,ST00027,Mahasiswa_027,MI,Manajemen Informatika,2025-11-25,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000261,ST00027,Mahasiswa_027,MI,Manajemen Informatika,2025-11-25,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000262,ST00146,Mahasiswa_146,TI,Teknik Informatika,2025-02-12,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000262,ST00146,Mahasiswa_146,TI,Teknik Informatika,2025-02-12,978-1008,Pemrograman Web,H. Pratama,Web
TX000263,ST00426,Mahasiswa_426,SI,Sistem Informasi,2025-08-12,978-1004,Basis Data Dasar,D. Sari,Database
TX000264,ST00179,Mahasiswa_179,TE,Teknik Elektro,2025-01-14,978-1001,AI Dasar,A. Wijaya,AI
TX000264,ST00179,Mahasiswa_179,TE,Teknik Elektro,2025-01-14,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000264,ST00179,Mahasiswa_179,TE,Teknik Elektro,2025-01-14,978-1006,Statistika Terapan,F. Lestari,Math
TX000264,ST00179,Mahasiswa_179,TE,Teknik Elektro,2025-01-14,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000265,ST00042,Mahasiswa_042,TE,Teknik Elektro,2025-07-11,978-1001,AI Dasar,A. Wijaya,AI
TX000265,ST00042,Mahasiswa_042,TE,Teknik Elektro,2025-07-11,978-1006,Statistika Terapan,F. Lestari,Math
TX000266,ST00430,Mahasiswa_430,TI,Teknik Informatika,2026-01-01,978-1003,Python untuk Data,C. Putra,Programming
TX000266,ST00430,Mahasiswa_430,TI,Teknik Informatika,2026-01-01,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000266,ST00430,Mahasiswa_430,TI,Teknik Informatika,2026-01-01,978-1001,AI Dasar,A. Wijaya,AI
TX000267,ST00425,Mahasiswa_425,MI,Manajemen Informatika,2025-08-30,978-1008,Pemrograman Web,H. Pratama,Web
TX000267,ST00425,Mahasiswa_425,MI,Manajemen Informatika,2025-08-30,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000268,ST00041,Mahasiswa_041,TI,Teknik Informatika,2025-01-10,978-1004,Basis Data Dasar,D. Sari,Database
TX000268,ST00041,Mahasiswa_041,TI,Teknik Informatika,2025-01-10,978-1003,Python untuk Data,C. Putra,Programming
TX000268,ST00041,Mahasiswa_041,TI,Teknik Informatika,2025-01-10,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000269,ST00398,Mahasiswa_398,TI,Teknik Informatika,2025-05-28,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000269,ST00398,Mahasiswa_398,TI,Teknik Informatika,2025-05-28,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000270,ST00123,Mahasiswa_123,TI,Teknik Informatika,2025-08-03,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000270,ST00123,Mahasiswa_123,TI,Teknik Informatika,2025-08-03,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000270,ST00123,Mahasiswa_123,TI,Teknik Informatika,2025-08-03,978-1008,Pemrograman Web,H. Pratama,Web
TX000270,ST00123,Mahasiswa_123,TI,Teknik Informatika,2025-08-03,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000271,ST00324,Mahasiswa_324,TI,Teknik Informatika,2025-09-21,978-1003,Python untuk Data,C. Putra,Programming
TX000271,ST00324,Mahasiswa_324,TI,Teknik Informatika,2025-09-21,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000272,ST00001,Mahasiswa_001,TE,Teknik Elektro,2025-11-11,978-1004,Basis Data Dasar,D. Sari,Database
TX000272,ST00001,Mahasiswa_001,TE,Teknik Elektro,2025-11-11,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000272,ST00001,Mahasiswa_001,TE,Teknik Elektro,2025-11-11,978-1003,Python untuk Data,C. Putra,Programming
TX000273,ST00269,Mahasiswa_269,TI,Teknik Informatika,2025-07-04,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000274,ST00200,Mahasiswa_200,TI,Teknik Informatika,2026-03-24,978-1001,AI Dasar,A. Wijaya,AI
TX000274,ST00200,Mahasiswa_200,TI,Teknik Informatika,2026-03-24,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000274,ST00200,Mahasiswa_200,TI,Teknik Informatika,2026-03-24,978-1006,Statistika Terapan,F. Lestari,Math
TX000274,ST00200,Mahasiswa_200,TI,Teknik Informatika,2026-03-24,978-1003,Python untuk Data,C. Putra,Programming
TX000275,ST00183,Mahasiswa_183,TI,Teknik Informatika,2026-02-08,978-1006,Statistika Terapan,F. Lestari,Math
TX000276,ST00376,Mahasiswa_376,SI,Sistem Informasi,2025-12-03,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000277,ST00069,Mahasiswa_069,MI,Manajemen Informatika,2025-01-23,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000277,ST00069,Mahasiswa_069,MI,Manajemen Informatika,2025-01-23,978-1006,Statistika Terapan,F. Lestari,Math
TX000277,ST00069,Mahasiswa_069,MI,Manajemen Informatika,2025-01-23,978-1003,Python untuk Data,C. Putra,Programming
TX000278,ST00357,Mahasiswa_357,TE,Teknik Elektro,2025-09-03,978-1003,Python untuk Data,C. Putra,Programming
TX000278,ST00357,Mahasiswa_357,TE,Teknik Elektro,2025-09-03,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000279,ST00019,Mahasiswa_019,TE,Teknik Elektro,2025-05-31,978-1001,AI Dasar,A. Wijaya,AI
TX000279,ST00019,Mahasiswa_019,TE,Teknik Elektro,2025-05-31,978-1004,Basis Data Dasar,D. Sari,Database
TX000280,ST00162,Mahasiswa_162,TI,Teknik Informatika,2025-06-08,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000280,ST00162,Mahasiswa_162,TI,Teknik Informatika,2025-06-08,978-1008,Pemrograman Web,H. Pratama,Web
TX000280,ST00162,Mahasiswa_162,TI,Teknik Informatika,2025-06-08,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000280,ST00162,Mahasiswa_162,TI,Teknik Informatika,2025-06-08,978-1001,AI Dasar,A. Wijaya,AI
TX000281,ST00147,Mahasiswa_147,SI,Sistem Informasi,2025-07-02,978-1006,Statistika Terapan,F. Lestari,Math
TX000282,ST00064,Mahasiswa_064,MI,Manajemen Informatika,2026-02-14,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000282,ST00064,Mahasiswa_064,MI,Manajemen Informatika,2026-02-14,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000282,ST00064,Mahasiswa_064,MI,Manajemen Informatika,2026-02-14,978-1008,Pemrograman Web,H. Pratama,Web
TX000283,ST00174,Mahasiswa_174,TE,Teknik Elektro,2025-04-06,978-1008,Pemrograman Web,H. Pratama,Web
TX000283,ST00174,Mahasiswa_174,TE,Teknik Elektro,2025-04-06,978-1006,Statistika Terapan,F. Lestari,Math
TX000283,ST00174,Mahasiswa_174,TE,Teknik Elektro,2025-04-06,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000283,ST00174,Mahasiswa_174,TE,Teknik Elektro,2025-04-06,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000284,ST00373,Mahasiswa_373,TI,Teknik Informatika,2025-08-06,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000285,ST00280,Mahasiswa_280,SI,Sistem Informasi,2025-05-31,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000285,ST00280,Mahasiswa_280,SI,Sistem Informasi,2025-05-31,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000285,ST00280,Mahasiswa_280,SI,Sistem Informasi,2025-05-31,978-1006,Statistika Terapan,F. Lestari,Math
TX000286,ST00157,Mahasiswa_157,MI,Manajemen Informatika,2025-08-17,978-1003,Python untuk Data,C. Putra,Programming
TX000286,ST00157,Mahasiswa_157,MI,Manajemen Informatika,2025-08-17,978-1008,Pemrograman Web,H. Pratama,Web
TX000286,ST00157,Mahasiswa_157,MI,Manajemen Informatika,2025-08-17,978-1006,Statistika Terapan,F. Lestari,Math
TX000286,ST00157,Mahasiswa_157,MI,Manajemen Informatika,2025-08-17,978-1004,Basis Data Dasar,D. Sari,Database
TX000287,ST00373,Mahasiswa_373,TI,Teknik Informatika,2026-03-22,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000287,ST00373,Mahasiswa_373,TI,Teknik Informatika,2026-03-22,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000287,ST00373,Mahasiswa_373,TI,Teknik Informatika,2026-03-22,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000288,ST00039,Mahasiswa_039,TI,Teknik Informatika,2025-12-10,978-1006,Statistika Terapan,F. Lestari,Math
TX000288,ST00039,Mahasiswa_039,TI,Teknik Informatika,2025-12-10,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000288,ST00039,Mahasiswa_039,TI,Teknik Informatika,2025-12-10,978-1003,Python untuk Data,C. Putra,Programming
TX000288,ST00039,Mahasiswa_039,TI,Teknik Informatika,2025-12-10,978-1001,AI Dasar,A. Wijaya,AI
TX000289,ST00435,Mahasiswa_435,SI,Sistem Informasi,2025-11-08,978-1001,AI Dasar,A. Wijaya,AI
TX000289,ST00435,Mahasiswa_435,SI,Sistem Informasi,2025-11-08,978-1003,Python untuk Data,C. Putra,Programming
TX000289,ST00435,Mahasiswa_435,SI,Sistem Informasi,2025-11-08,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000289,ST00435,Mahasiswa_435,SI,Sistem Informasi,2025-11-08,978-1008,Pemrograman Web,H. Pratama,Web
TX000290,ST00186,Mahasiswa_186,MI,Manajemen Informatika,2025-07-16,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000291,ST00348,Mahasiswa_348,SI,Sistem Informasi,2025-08-19,978-1006,Statistika Terapan,F. Lestari,Math
TX000291,ST00348,Mahasiswa_348,SI,Sistem Informasi,2025-08-19,978-1008,Pemrograman Web,H. Pratama,Web
TX000291,ST00348,Mahasiswa_348,SI,Sistem Informasi,2025-08-19,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000292,ST00272,Mahasiswa_272,SI,Sistem Informasi,2025-07-07,978-1006,Statistika Terapan,F. Lestari,Math
TX000292,ST00272,Mahasiswa_272,SI,Sistem Informasi,2025-07-07,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000292,ST00272,Mahasiswa_272,SI,Sistem Informasi,2025-07-07,978-1004,Basis Data Dasar,D. Sari,Database
TX000292,ST00272,Mahasiswa_272,SI,Sistem Informasi,2025-07-07,978-1001,AI Dasar,A. Wijaya,AI
TX000293,ST00377,Mahasiswa_377,TI,Teknik Informatika,2025-04-06,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000293,ST00377,Mahasiswa_377,TI,Teknik Informatika,2025-04-06,978-1007,Data Mining Konsep,G. Hidayat,Data Mining
TX000293,ST00377,Mahasiswa_377,TI,Teknik Informatika,2025-04-06,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000293,ST00377,Mahasiswa_377,TI,Teknik Informatika,2025-04-06,978-1003,Python untuk Data,C. Putra,Programming
TX000294,ST00361,Mahasiswa_361,MI,Manajemen Informatika,2025-08-17,978-1010,Sistem Informasi Manajemen,J. Utami,IS
TX000294,ST00361,Mahasiswa_361,MI,Manajemen Informatika,2025-08-17,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000295,ST00103,Mahasiswa_103,TE,Teknik Elektro,2025-03-04,978-1002,Machine Learning Praktis,B. Santoso,AI
TX000295,ST00103,Mahasiswa_103,TE,Teknik Elektro,2025-03-04,978-1008,Pemrograman Web,H. Pratama,Web
TX000296,ST00366,Mahasiswa_366,SI,Sistem Informasi,2025-08-16,978-1006,Statistika Terapan,F. Lestari,Math
TX000297,ST00364,Mahasiswa_364,MI,Manajemen Informatika,2025-02-03,978-1005,SQL Lanjutan,E. Nugroho,Database
TX000297,ST00364,Mahasiswa_364,MI,Manajemen Informatika,2025-02-03,978-1003,Python untuk Data,C. Putra,Programming
TX000297,ST00364,Mahasiswa_364,MI,Manajemen Informatika,2025-02-03,978-1009,Algoritma dan Struktur Data,I. Wibowo,CS
TX000298,ST00261,Mahasiswa_261,MI,Manajemen Informatika,2025-04-25,978-1004,Basis Data Dasar,D. Sari,Database
TX000299,ST00122,Mahasiswa_122,SI,Sistem Informasi,2026-02-09,978-1001,AI Dasar,A. Wijaya,AI
